"id","created_at","updated_at","event_type","payload","device_id","uuid","device_type","company_id"
3635937,"2023-06-08 23:56:13.621974+00","2023-06-08 23:56:13.621975+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""droj"",""Payload"":""C:693LT:35.1221LG:-119.5555IT:-1.8493ET:-2.9905e\u002B181IP:4950.2403EP:-3.4782e\u002B177IA:19372.3406EA:-7.6593e\u002B182MX:497MY:-251MZ:80AX:-1AY:4AZ:8GX:0GY:1,GZ:3"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635938,"2023-06-09 00:02:42.051533+00","2023-06-09 00:02:42.051534+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""spyr"",""Payload"":""C:726LT:35.1343LG:-119.5746IT:-1.7523ET:-2.9905e\u002B181IP:3887.5019EP:-3.4782e\u002B177IA:20494.1129EA:-7.6593e\u002B182MX:336MY:-388MZ:82AX:-1AY:4AZ:8GX:-1GY:1,GZ:"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635939,"2023-06-09 00:12:00.332028+00","2023-06-09 00:12:00.332029+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""d0ti"",""Payload"":""C:759LT:35.1447LG:-119.6067IT:-0.8456ET:-2.9905e\u002B181IP:2760.8342EP:-3.4782e\u002B177IA:21996.9661EA:-7.6593e\u002B182MX:554MY:-436MZ:102AX:-1AY:4AZ:8GX:0GY:1,GZ:"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635940,"2023-06-09 00:14:37.025306+00","2023-06-09 00:14:37.025307+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""f2be"",""Payload"":""C:781LT:35.1438LG:-119.6125IT:-0.4622ET:-2.9905e\u002B181IP:2497.8903EP:-3.4782e\u002B177IA:22418.2946EA:-7.6593e\u002B182MX:336MY:-395MZ:81AX:-1AY:4AZ:8GX:0GY:2,GZ:3"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635941,"2023-06-09 00:19:20.702048+00","2023-06-09 00:19:20.702049+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""a054"",""Payload"":""C:792LT:35.1443LG:-119.6164IT:-0.2954ET:-2.9905e\u002B181IP:2398.4321EP:-3.4782e\u002B177IA:22587.0610EA:-7.6593e\u002B182MX:398MY:-513MZ:105AX:-1AY:4AZ:8GX:-1GY:2,GZ:3"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635942,"2023-06-09 00:22:04.158108+00","2023-06-09 00:22:04.158109+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""6wt0"",""Payload"":""C:814LT:35.1389LG:-119.6303IT:0.5028ET:-2.9905e\u002B181IP:1991.0376EP:-3.4782e\u002B177IA:23343.8251EA:-7.6593e\u002B182MX:552MY:-333MZ:88AX:-1AY:4AZ:8GX:0GY:1,GZ:3"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635943,"2023-06-09 00:27:57.570329+00","2023-06-09 00:27:57.57033+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""gy90"",""Payload"":""C:836LT:35.1270LG:119.6524IT:1.2963ET:-2.9905e\u002B181IP:1684.9801EP:-3.4782e\u002B177IA:23999.8857EA:-7.6593e\u002B182MX:559MY:-453MZ:106AX:-1AY:4AZ:9GX:0GY:1,GZ:3"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635944,"2023-06-09 00:35:43.907866+00","2023-06-09 00:35:43.907868+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""w7ua"",""Payload"":""C:858LT:35.1318LG:-119.7086IT:3.5678ET:-2.9905e\u002B181IP:1118.5467EP:-3.4782e\u002B177IA:25524.7717EA:-7.6593e\u002B182MX:564MY:-448MZ:109AX:-1AY:4AZ:9GX:0GY:0,GZ:2"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635945,"2023-06-09 00:36:22.825207+00","2023-06-09 00:36:22.825208+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""fanb"",""Payload"":""C:869LT:35.1322LG:-119.7106IT:3.7120ET:-2.9905e\u002B181IP:1097.2722EP:-3.4782e\u002B177IA:25593.3651EA:-7.6593e\u002B182MX:554MY:-467MZ:107AX:-1AY:4AZ:8GX:-1GY:1,GZ:"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635946,"2023-06-09 00:43:37.007909+00","2023-06-09 00:43:37.00791+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""vbeu"",""Payload"":""C:891LT:35.1335LG:-119.7345IT:4.1332ET:-2.9905e\u002B181IP:5166.8684EP:-3.4782e\u002B177IA:19168.0931EA:-7.6593e\u002B182MX:194MY:-441MZ:121AX:-2AY:8AZ:13GX:13GY:23,G"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635947,"2023-06-09 00:47:18.00634+00","2023-06-09 00:47:18.006341+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""fs8b"",""Payload"":""C:913LT:35.1325LG:-119.7370IT:3.0158ET:-2.9905e\u002B181IP:7770.9809EP:-3.4782e\u002B177IA:17136.0035EA:-7.6593e\u002B182MX:245MY:-467MZ:114AX:-1AY:4AZ:10GX:8GY:8,GZ"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635948,"2023-06-09 01:07:20.392969+00","2023-06-09 01:07:20.39297+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""7bto"",""Payload"":""C:979LT:infLG:infIT:-3.5978ET:-2.9905e\u002B181IP:71675.7532EP:-3.4782e\u002B177IA:2826.1906EA:-7.6593e\u002B182MX:667MY:-191MZ:133AX:-2AY:7AZ:12GX:-11GY:-1,"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635949,"2023-06-09 01:12:11.306338+00","2023-06-09 01:12:11.306339+00","33","{""DeviceID"":""PINKEY01"",""MessageID"":""9mqo"",""Payload"":""C:1012LT:35.1004LG:-119.6081IT:4.5206ET:-2.9905e\u002B181IP:92448.9915EP:-3.4782e\u002B177IA:766.6524EA:-7.6593e\u002B182MX:590MY:-110MZ:123AX:-2AY:5AZ:11GX:4GY:1,GZ:-1"",""path"":""PINKEY01""}","PINKEY01","","PAPA",NULL
3635955,"2023-06-10 13:43:53.098694+00","2023-06-10 13:43:53.098695+00","37","{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3255LG:-120.6618IT:22.0359ET:-0.0000IP:99100.0471EP:9.9604e\u002B12IA:186.9065EA:-9.9556e\u002B224MX:-59MY:45MZ:-121AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635956,"2023-06-10 13:46:41.265571+00","2023-06-10 13:46:41.265572+00","37","{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3255LG:-120.6618IT:22.0359ET:-0.0000IP:99100.0471EP:9.9604e\u002B12IA:186.9065EA:-9.9556e\u002B224MX:-59MY:45MZ:-121AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635957,"2023-06-10 14:17:13.520744+00","2023-06-10 14:17:13.520744+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3256LG:-120.6618IT:20.1017ET:-0.0000IP:99141.3447EP:1.2161e\u002B13IA:183.4066EA:-5.1166e\u002B187MX:-11MY:96MZ:-105AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635958,"2023-06-10 14:20:38.397029+00","2023-06-10 14:20:38.39703+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""csjp"",""Payload"":""C:33LT:35.3256LG:-120.6618IT:15.0828ET:-0.0000IP:99139.1749EP:1.2161e\u002B13IA:183.5904EA:-5.1166e\u002B187MX:-18MY:101MZ:-110AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635959,"2023-06-10 14:21:13.961214+00","2023-06-10 14:21:13.961215+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""sw8w"",""Payload"":""C:44LT:35.3256LG:-120.6618IT:15.0221ET:-0.0000IP:99139.8189EP:1.2161e\u002B13IA:183.5358EA:-5.1166e\u002B187MX:-16MY:101MZ:-110AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635960,"2023-06-10 14:22:13.135032+00","2023-06-10 14:22:13.135033+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""s52r"",""Payload"":""C:66LT:35.3256LG:-120.6619IT:14.9772ET:-0.0000IP:99137.4791EP:1.2161e\u002B13IA:183.7341EA:-5.1166e\u002B187MX:-21MY:96MZ:-108AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635961,"2023-06-10 14:24:43.332999+00","2023-06-10 14:24:43.333+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3256LG:-120.6618IT:15.6445ET:-0.0000IP:99139.4514EP:1.2161e\u002B13IA:183.5670EA:-5.1166e\u002B187MX:-16MY:101MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635962,"2023-06-10 14:26:42.430263+00","2023-06-10 14:26:42.430264+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""fndj"",""Payload"":""C:77LT:35.3255LG:-120.6619IT:14.8873ET:-0.0000IP:99137.9273EP:1.2161e\u002B13IA:183.6961EA:-5.1166e\u002B187MX:-16MY:98MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635963,"2023-06-10 14:27:37.102685+00","2023-06-10 14:27:37.102686+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""5vwp"",""Payload"":""C:55LT:35.3256LG:-120.6619IT:14.9906ET:-0.0000IP:99140.6456EP:1.2161e\u002B13IA:183.4658EA:-5.1166e\u002B187MX:-14MY:101MZ:-109AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635964,"2023-06-10 14:29:13.285388+00","2023-06-10 14:29:13.285389+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wu1i"",""Payload"":""C:110LT:35.3256LG:-120.6618IT:14.2334ET:-0.0000IP:99124.7484EP:1.2161e\u002B13IA:184.8130EA:-5.1166e\u002B187MX:-11MY:101MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635965,"2023-06-10 14:30:07.426313+00","2023-06-10 14:30:07.426314+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""h72i"",""Payload"":""C:132LT:35.3256LG:-120.6618IT:14.3322ET:-0.0000IP:99122.3744EP:1.2161e\u002B13IA:185.0141EA:-5.1166e\u002B187MX:-18MY:98MZ:-110AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635966,"2023-06-10 14:32:32.462481+00","2023-06-10 14:32:32.462482+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3256LG:-120.6618IT:15.6445ET:-0.0000IP:99139.4514EP:1.2161e\u002B13IA:183.5670EA:-5.1166e\u002B187MX:-16MY:101MZ:-111AX:0AY:0AZ:10GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635967,"2023-06-10 14:35:08.926081+00","2023-06-10 14:35:08.926082+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""5vwp"",""Payload"":""C:55LT:35.3256LG:-120.6619IT:14.9906ET:-0.0000IP:99140.6456EP:1.2161e\u002B13IA:183.4658EA:-5.1166e\u002B187MX:-14MY:101MZ:-109AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635968,"2023-06-10 14:35:40.080394+00","2023-06-10 14:35:40.080395+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""2l02"",""Payload"":""C:121LT:35.3256LG:-120.6618IT:14.2626ET:-0.0000IP:99124.9569EP:1.2161e\u002B13IA:184.7953EA:-5.1166e\u002B187MX:-21MY:103MZ:-112AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635969,"2023-06-10 14:43:20.373881+00","2023-06-10 14:43:20.373882+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""2l02"",""Payload"":""C:121LT:35.3256LG:-120.6618IT:14.2626ET:-0.0000IP:99124.9569EP:1.2161e\u002B13IA:184.7953EA:-5.1166e\u002B187MX:-21MY:103MZ:-112AX:0AY:0AZ:10GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635972,"2023-06-10 18:43:43.927074+00","2023-06-10 18:43:43.927076+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:infLG:infIT:27.8377ET:-0.0000IP:100068.0254EP:0.0000IA:105.1785EA:-1.5930e\u002B226MX:441MY:26MZ:-72AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635973,"2023-06-10 18:47:10.31102+00","2023-06-10 18:47:10.311021+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""bv:r"",""Payload"":""C:44LT:35.3533LG:-119.2907IT:29.5311ET:-0.0000IP:100063.8546EP:0.0000IA:105.5293EA:-1.5930e\u002B226MX:288MY:-42MZ:3AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635974,"2023-06-10 18:52:51.685413+00","2023-06-10 18:52:51.685414+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""s52r"",""Payload"":""C:66LT:35.3550LG:-119.2907IT:30.2073ET:-0.0000IP:100059.3319EP:0.0000IA:105.9097EA:-1.5930e\u002B226MX:295MY:-38MZ:5AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635975,"2023-06-10 18:53:02.657542+00","2023-06-10 18:53:02.657543+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""g9o8"",""Payload"":""C:55LT:35.3550LG:-119.2907IT:29.7259ET:-0.0000IP:100064.5673EP:0.0000IA:105.4693EA:-1.5930e\u002B226MX:290MY:-40MZ:5AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635976,"2023-06-10 18:56:21.063319+00","2023-06-10 18:56:21.06332+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""wu1i"",""Payload"":""C:110LT:35.3550LG:-119.2907IT:31.5528ET:-0.0000IP:100061.1090EP:0.0000IA:105.7602EA:-1.5930e\u002B226MX:293MY:-45MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635977,"2023-06-10 19:00:06.416385+00","2023-06-10 19:00:06.416386+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""v0cq"",""Payload"":""C:88LT:35.3550LG:-119.2907IT:31.2103ET:-0.0000IP:100057.8404EP:0.0000IA:106.0351EA:-1.5930e\u002B226MX:297MY:-45MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635978,"2023-06-10 19:01:46.7995+00","2023-06-10 19:01:46.799501+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""rfey"",""Payload"":""C:99LT:35.3550LG:-119.2907IT:31.4767ET:-0.0000IP:100061.8100EP:0.0000IA:105.7012EA:-1.5930e\u002B226MX:290MY:-26MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635979,"2023-06-10 19:12:12.031868+00","2023-06-10 19:12:12.031869+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""8ffk"",""Payload"":""C:154LT:35.3550LG:-119.2907IT:32.4212ET:-0.0000IP:100056.3963EP:0.0000IA:106.1566EA:-1.5930e\u002B226MX:307MY:-50MZ:3AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635980,"2023-06-10 19:12:13.872515+00","2023-06-10 19:12:13.872516+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""xfyv"",""Payload"":""C:11LT:35.3550LG:-119.2907IT:31.9825ET:-0.0000IP:100044.7970EP:9.9604e\u002B12IA:107.1322EA:-9.4385e\u002B206MX:273MY:-2MZ:-163AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635981,"2023-06-10 19:15:10.138751+00","2023-06-10 19:15:10.138752+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""g9o8"",""Payload"":""C:55LT:35.3550LG:-119.2907IT:32.0967ET:-0.0000IP:100039.9534EP:9.9604e\u002B12IA:107.5396EA:-9.4385e\u002B206MX:271MY:12MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635983,"2023-06-10 19:18:02.935452+00","2023-06-10 19:18:02.935454+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3550LG:-119.2907IT:32.1392ET:-0.0000IP:100041.1292EP:9.9604e\u002B12IA:107.4407EA:-9.4385e\u002B206MX:276MY:9MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635984,"2023-06-10 19:18:43.369157+00","2023-06-10 19:18:43.369158+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""v0cq"",""Payload"":""C:88LT:35.3550LG:-119.2907IT:32.2063ET:-0.0000IP:100027.6870EP:9.9604e\u002B12IA:108.5715EA:-9.4385e\u002B206MX:269MY:7MZ:-160AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635985,"2023-06-10 19:19:19.023053+00","2023-06-10 19:19:19.023054+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":904"",""Payload"":""C:33LT:35.3550LG:-119.2907IT:32.1437ET:-0.0000IP:100039.4884EP:9.9604e\u002B12IA:107.5788EA:-9.4385e\u002B206MX:276MY:7MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635986,"2023-06-10 19:19:20.465796+00","2023-06-10 19:19:20.465797+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""o1zp"",""Payload"":""C:99LT:35.3550LG:-119.2907IT:32.2131ET:-0.0000IP:100031.8780EP:9.9604e\u002B12IA:108.2190EA:-9.4385e\u002B206MX:257MY:17MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635987,"2023-06-10 19:21:12.621191+00","2023-06-10 19:21:12.621192+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""g9o8"",""Payload"":""C:55LT:35.3550LG:-119.2907IT:29.7259ET:-0.0000IP:100064.5673EP:0.0000IA:105.4693EA:-1.5930e\u002B226MX:290MY:-40MZ:5AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635988,"2023-06-10 19:21:15.346961+00","2023-06-10 19:21:15.346962+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""njaw"",""Payload"":""C:121LT:35.3550LG:-119.2907IT:32.2444ET:-0.0000IP:100031.0315EP:9.9604e\u002B12IA:108.2902EA:-9.4385e\u002B206MX:288MY:2MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635989,"2023-06-10 19:21:33.274324+00","2023-06-10 19:21:33.274325+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""e5cp"",""Payload"":""C:66LT:35.3550LG:-119.2907IT:32.1325ET:-0.0000IP:100034.8097EP:9.9604e\u002B12IA:107.9723EA:-9.4385e\u002B206MX:278MY:-2MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635991,"2023-06-10 19:24:01.845628+00","2023-06-10 19:24:01.845629+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""fndj"",""Payload"":""C:77LT:35.3550LG:-119.2907IT:32.1705ET:-0.0000IP:100031.2381EP:9.9604e\u002B12IA:108.2728EA:-9.4385e\u002B206MX:278MY:-4MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635994,"2023-06-10 19:25:40.35051+00","2023-06-10 19:25:40.350511+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""v0cq"",""Payload"":""C:88LT:35.3550LG:-119.2907IT:31.2103ET:-0.0000IP:100057.8404EP:0.0000IA:106.0351EA:-1.5930e\u002B226MX:297MY:-45MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635996,"2023-06-10 19:26:50.053374+00","2023-06-10 19:26:50.053375+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""rfey"",""Payload"":""C:99LT:35.3550LG:-119.2907IT:31.4767ET:-0.0000IP:100061.8100EP:0.0000IA:105.7012EA:-1.5930e\u002B226MX:290MY:-26MZ:2AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3635997,"2023-06-10 19:26:52.484011+00","2023-06-10 19:26:52.484012+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""fjmv"",""Payload"":""C:132LT:35.3550LG:-119.2907IT:32.2533ET:-0.0000IP:100026.1506EP:9.9604e\u002B12IA:108.7008EA:-9.4385e\u002B206MX:285MY:41MZ:-165AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636000,"2023-06-10 19:27:44.38342+00","2023-06-10 19:27:44.383421+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""hqpg"",""Payload"":""C:165LT:35.3550LG:-119.2907IT:32.3608ET:-0.0000IP:100035.7121EP:9.9604e\u002B12IA:107.8964EA:-9.4385e\u002B206MX:266MY:247MZ:-143AX:-9AY:0AZ:0GX:0GY:0,GZ:"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636002,"2023-06-10 19:33:23.429832+00","2023-06-10 19:33:23.429833+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""nnd7"",""Payload"":""C:143LT:35.3550LG:-119.2907IT:32.2444ET:-0.0000IP:100028.3699EP:9.9604e\u002B12IA:108.5141EA:-9.4385e\u002B206MX:285MY:5MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636005,"2023-06-10 19:33:25.698844+00","2023-06-10 19:33:25.698844+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""2984"",""Payload"":""C:187LT:35.3550LG:-119.2907IT:32.4816ET:-0.0000IP:100028.0860EP:9.9604e\u002B12IA:108.5380EA:-9.4385e\u002B206MX:384MY:254MZ:-140AX:-9AY:0AZ:1GX:0GY:0,GZ:-1"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636007,"2023-06-10 19:34:08.370435+00","2023-06-10 19:34:08.370436+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""8ffk"",""Payload"":""C:154LT:35.3550LG:-119.2907IT:32.4212ET:-0.0000IP:100056.3963EP:0.0000IA:106.1566EA:-1.5930e\u002B226MX:307MY:-50MZ:3AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636009,"2023-06-10 19:34:11.89724+00","2023-06-10 19:34:11.897241+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""vdvc"",""Payload"":""C:176LT:35.3550LG:-119.2907IT:32.4727ET:-0.0000IP:100026.5803EP:9.9604e\u002B12IA:108.6646EA:-9.4385e\u002B206MX:350MY:293MZ:-136AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636011,"2023-06-10 20:01:17.006344+00","2023-06-10 20:01:17.006345+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""jlu3"",""Payload"":""C:22LT:35.3550LG:-119.2907IT:32.1392ET:-0.0000IP:100041.1292EP:9.9604e\u002B12IA:107.4407EA:-9.4385e\u002B206MX:276MY:9MZ:-161AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636012,"2023-06-10 20:01:23.263734+00","2023-06-10 20:01:23.263735+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":"":904"",""Payload"":""C:33LT:35.3550LG:-119.2907IT:32.1437ET:-0.0000IP:100039.4884EP:9.9604e\u002B12IA:107.5788EA:-9.4385e\u002B206MX:276MY:7MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636013,"2023-06-10 20:01:47.274073+00","2023-06-10 20:01:47.274074+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""e5cp"",""Payload"":""C:66LT:35.3550LG:-119.2907IT:32.1325ET:-0.0000IP:100034.8097EP:9.9604e\u002B12IA:107.9723EA:-9.4385e\u002B206MX:278MY:-2MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636015,"2023-06-10 20:02:09.832342+00","2023-06-10 20:02:09.832343+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""fndj"",""Payload"":""C:77LT:35.3550LG:-119.2907IT:32.1705ET:-0.0000IP:100031.2381EP:9.9604e\u002B12IA:108.2728EA:-9.4385e\u002B206MX:278MY:-4MZ:-162AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
3636028,"2023-06-10 20:09:25.40291+00","2023-06-10 20:09:25.402911+00","38","{""DeviceID"":""TARAQUR1"",""MessageID"":""fjmv"",""Payload"":""C:132LT:35.3550LG:-119.2907IT:32.2533ET:-0.0000IP:100026.1506EP:9.9604e\u002B12IA:108.7008EA:-9.4385e\u002B206MX:285MY:41MZ:-165AX:-9AY:0AZ:0GX:0GY:0,GZ:0"",""path"":""TARAQUR1""}","TARAQUR1","","PAPA",NULL
